id,platform_id,text,platform,created_at,location,label,polarity,confidence,model_used
158,seed_twitter_157_1774544616,Huge shoutout to the docker team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-03-26 17:03:36.064342+00,,positive,0.4516,0.8369,textblob
159,seed_twitter_158_1775924235,Been waiting 3 days for deploy support to reply. Absolutely terrible service 😡,twitter,2026-04-11 16:17:15.410587+00,"New York, US",negative,-0.3036,0.7171,ensemble
160,seed_youtube_159_1775091839,Reading the deep learning docs. Seems fairly comprehensive so far.,youtube,2026-04-02 01:03:59.998083+00,,neutral,0.1284,0.6158,ensemble
161,seed_youtube_160_1775736734,The new model platform is absolutely incredible! Best launch I've seen this year 🚀,youtube,2026-04-09 12:12:14.403298+00,"Sydney, AU",positive,0.2641,0.9688,ensemble
162,seed_youtube_161_1775462882,"Seriously impressed with server. The UX is clean, fast, and just works.",youtube,2026-04-06 08:08:02.101821+00,"Sydney, AU",positive,0.8088,0.7862,bert
163,seed_youtube_162_1775305174,Reading the broken docs. Seems fairly comprehensive so far.,youtube,2026-04-04 12:19:34.07573+00,"Singapore, SG",neutral,-0.0181,0.5532,textblob
164,seed_twitter_163_1774229960,Huge shoutout to the value team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-03-23 01:39:20.620888+00,"Sydney, AU",positive,0.7463,0.8615,textblob
165,seed_twitter_164_1774441222,Reviewing the ai changelog for the latest release.,twitter,2026-03-25 12:20:22.848534+00,"Mumbai, IN",neutral,-0.0244,0.7111,textblob
166,seed_youtube_165_1773904759,Setting up a kubernetes demo environment. First impressions later.,youtube,2026-03-19 07:19:19.608186+00,"San Francisco, US",neutral,0.0212,0.7036,textblob
167,seed_youtube_166_1775312649,Anyone here using fix for production workloads? Looking for feedback.,youtube,2026-04-04 14:24:09.518368+00,,neutral,0.059,0.7041,bert
168,seed_youtube_167_1774745551,"kubernetes has gone downhill fast. It used to be great, now it's a buggy mess.",youtube,2026-03-29 00:52:31.580835+00,"Toronto, CA",negative,-0.7119,0.7354,textblob
169,seed_twitter_168_1775686144,Been waiting 3 days for cloud support to reply. Absolutely terrible service 😡,twitter,2026-04-08 22:09:04.344763+00,"New York, US",negative,-0.2875,0.8619,bert
170,seed_youtube_169_1775907980,The vulnerability demo blew my mind. Rolling this out company-wide ASAP.,youtube,2026-04-11 11:46:20.001052+00,"Bangalore, IN",positive,0.7246,0.8303,textblob
171,seed_youtube_170_1774365210,Setting up a bug demo environment. First impressions later.,youtube,2026-03-24 15:13:30.877711+00,,neutral,0.0803,0.8185,textblob
172,seed_twitter_171_1775857768,Huge shoutout to the ticket team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-04-10 21:49:28.939047+00,,positive,0.5381,0.8148,ensemble
173,seed_twitter_172_1774580648,This vulnerability outage has cost us thousands. Where is the status page??,twitter,2026-03-27 03:04:08.115373+00,"Bangalore, IN",negative,-0.8033,0.9807,ensemble
174,seed_youtube_173_1774199598,Finally a docker solution that actually works – saving me hours every day 🎉,youtube,2026-03-22 17:13:18.287731+00,"New York, US",positive,0.4898,0.9094,textblob
175,seed_youtube_174_1775305033,Why is ticket so expensive now?! The new pricing is outrageous.,youtube,2026-04-04 12:17:13.85149+00,,negative,-0.9268,0.7051,bert
176,seed_twitter_175_1774764383,security support team resolved my issue in under 10 min. Stellar experience!,twitter,2026-03-29 06:06:23.560929+00,"Mumbai, IN",positive,0.6952,0.8915,bert
177,seed_youtube_176_1774064439,value support team resolved my issue in under 10 min. Stellar experience!,youtube,2026-03-21 03:40:39.463059+00,"Toronto, CA",positive,0.7871,0.8314,ensemble
178,seed_twitter_177_1773961799,Huge shoutout to the firewall team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-03-19 23:09:59.07045+00,,positive,0.5311,0.783,textblob
179,seed_twitter_178_1775116850,Reviewing the cheap changelog for the latest release.,twitter,2026-04-02 08:00:50.780023+00,"London, UK",neutral,-0.0163,0.6473,textblob
180,seed_twitter_179_1774569749,The value UI is confusing and unintuitive. Needs a complete redesign.,twitter,2026-03-27 00:02:29.256102+00,"San Francisco, US",negative,-0.4354,0.8936,textblob
181,seed_twitter_180_1775509527,Reviewing the neural changelog for the latest release.,twitter,2026-04-06 21:05:27.213188+00,"Amsterdam, NL",neutral,-0.1323,0.6528,textblob
182,seed_twitter_181_1775257944,Just tried cloud and wow – completely changed my workflow. Would highly recommend!,twitter,2026-04-03 23:12:24.825482+00,"Sydney, AU",positive,0.2681,0.7562,textblob
183,seed_youtube_182_1775577865,Finally a aws solution that actually works – saving me hours every day 🎉,youtube,2026-04-07 16:04:25.333651+00,"Tokyo, JP",positive,0.2933,0.8458,ensemble
184,seed_youtube_183_1774867807,Huge shoutout to the deep learning team – your product is flawless ⭐⭐⭐⭐⭐,youtube,2026-03-30 10:50:07.215912+00,"Tokyo, JP",positive,0.4304,0.9654,textblob
185,seed_twitter_184_1775074976,Huge shoutout to the docker team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-04-01 20:22:56.798268+00,"Bangalore, IN",positive,0.7843,0.7251,ensemble
186,seed_youtube_185_1774972617,Submitted 5 issue tickets this week. Not a single response.,youtube,2026-03-31 15:56:57.222428+00,,negative,-0.4937,0.9278,ensemble
187,seed_youtube_186_1775672658,Finally a bug solution that actually works – saving me hours every day 🎉,youtube,2026-04-08 18:24:18.232175+00,"San Francisco, US",positive,0.3254,0.936,textblob
188,seed_youtube_187_1775316091,kubernetes support team resolved my issue in under 10 min. Stellar experience!,youtube,2026-04-04 15:21:31.655825+00,"Sydney, AU",positive,0.4898,0.8683,ensemble
189,seed_youtube_188_1774304716,"firewall has gone downhill fast. It used to be great, now it's a buggy mess.",youtube,2026-03-23 22:25:16.695828+00,,negative,-0.6157,0.9839,textblob
190,seed_twitter_189_1774165146,Comparing price vs alternatives. Both seem to have trade-offs.,twitter,2026-03-22 07:39:06.425075+00,,neutral,0.0139,0.6118,ensemble
191,seed_twitter_190_1775216506,Just installed the new aws version. Will test it over the next few days.,twitter,2026-04-03 11:41:46.231004+00,"Amsterdam, NL",neutral,0.0506,0.8174,textblob
192,seed_twitter_191_1773965417,The expensive demo blew my mind. Rolling this out company-wide ASAP.,twitter,2026-03-20 00:10:17.614793+00,"New York, US",positive,0.6781,0.9659,ensemble
193,seed_youtube_192_1774799440,Just tried cheap and wow – completely changed my workflow. Would highly recommend!,youtube,2026-03-29 15:50:40.098164+00,"Sydney, AU",positive,0.5297,0.7883,textblob
194,seed_twitter_193_1773476951,Super happy with our decision to move to aws. Zero regrets.,twitter,2026-03-14 08:29:11.440161+00,"Tokyo, JP",positive,0.5283,0.878,textblob
195,seed_twitter_194_1775280740,The ticket demo blew my mind. Rolling this out company-wide ASAP.,twitter,2026-04-04 05:32:20.277981+00,"Singapore, SG",positive,0.679,0.736,textblob
196,seed_youtube_195_1773962293,Huge shoutout to the help team – your product is flawless ⭐⭐⭐⭐⭐,youtube,2026-03-19 23:18:13.64076+00,"Sydney, AU",positive,0.2747,0.7314,textblob
197,seed_youtube_196_1774677635,The new ticket platform is absolutely incredible! Best launch I've seen this year 🚀,youtube,2026-03-28 06:00:35.351965+00,,positive,0.7794,0.7607,bert
198,seed_youtube_197_1775324141,Blown away by how fast and reliable the new llm update is. 10/10!,youtube,2026-04-04 17:35:41.971571+00,,positive,0.3143,0.9623,textblob
199,seed_twitter_198_1775075864,New cloud blog post is out. Covers migration steps.,twitter,2026-04-01 20:37:44.190963+00,"London, UK",neutral,-0.1311,0.758,bert
200,seed_youtube_199_1773484206,Setting up a ai demo environment. First impressions later.,youtube,2026-03-14 10:30:06.883937+00,"San Francisco, US",neutral,-0.0652,0.6547,textblob
201,seed_twitter_200_1775233119,Anyone here using docker for production workloads? Looking for feedback.,twitter,2026-04-03 16:18:39.754463+00,"Berlin, DE",neutral,0.0375,0.626,bert
202,seed_youtube_201_1773710003,docker support team resolved my issue in under 10 min. Stellar experience!,youtube,2026-03-17 01:13:23.04083+00,"Singapore, SG",positive,0.5056,0.7435,ensemble
203,seed_youtube_202_1775649836,Reading the price docs. Seems fairly comprehensive so far.,youtube,2026-04-08 12:03:56.632148+00,"Berlin, DE",neutral,-0.0071,0.799,ensemble
204,seed_twitter_203_1774553176,The subscription demo blew my mind. Rolling this out company-wide ASAP.,twitter,2026-03-26 19:26:16.457064+00,"Singapore, SG",positive,0.3998,0.9377,ensemble
205,seed_twitter_204_1774532772,The kubernetes demo blew my mind. Rolling this out company-wide ASAP.,twitter,2026-03-26 13:46:12.811416+00,"San Francisco, US",positive,0.8884,0.7389,ensemble
206,seed_twitter_205_1775437831,Reading the expensive docs. Seems fairly comprehensive so far.,twitter,2026-04-06 01:10:31.073357+00,"New York, US",neutral,-0.068,0.8335,textblob
207,seed_youtube_206_1775057591,"Seriously impressed with subscription. The UX is clean, fast, and just works.",youtube,2026-04-01 15:33:11.612847+00,,positive,0.5008,0.9714,bert
208,seed_youtube_207_1775390226,Blown away by how fast and reliable the new broken update is. 10/10!,youtube,2026-04-05 11:57:06.2048+00,,positive,0.7147,0.8616,bert
209,seed_twitter_208_1774930495,Submitted 5 ticket tickets this week. Not a single response.,twitter,2026-03-31 04:14:55.72908+00,"Bangalore, IN",negative,-0.4831,0.7595,bert
210,seed_twitter_209_1775670055,Finally a server solution that actually works – saving me hours every day 🎉,twitter,2026-04-08 17:40:55.48757+00,"Singapore, SG",positive,0.8342,0.8893,textblob
211,seed_twitter_210_1774856625,Anyone here using data for production workloads? Looking for feedback.,twitter,2026-03-30 07:43:45.142443+00,"London, UK",neutral,-0.0563,0.7371,bert
212,seed_youtube_211_1775869906,The deploy conference keynote starts in 2 hours. Curious what they'll announce.,youtube,2026-04-11 01:11:46.340845+00,"Paris, FR",neutral,-0.1227,0.8404,bert
213,seed_twitter_212_1775848576,Huge shoutout to the ml team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-04-10 19:16:16.487541+00,"Bangalore, IN",positive,0.4311,0.9803,textblob
214,seed_twitter_213_1775193849,Blown away by how fast and reliable the new price update is. 10/10!,twitter,2026-04-03 05:24:09.424074+00,"Tokyo, JP",positive,0.5126,0.8487,bert
215,seed_youtube_214_1774045201,New vulnerability blog post is out. Covers migration steps.,youtube,2026-03-20 22:20:01.104902+00,"Mumbai, IN",neutral,-0.0099,0.7387,textblob
216,seed_twitter_215_1775822124,Huge shoutout to the encrypt team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-04-10 11:55:24.84086+00,"Mumbai, IN",positive,0.906,0.9646,ensemble
217,seed_twitter_216_1774090328,Reviewing the vulnerability changelog for the latest release.,twitter,2026-03-21 10:52:08.708579+00,"New York, US",neutral,0.0179,0.6243,textblob
218,seed_youtube_217_1774590057,"support has gone downhill fast. It used to be great, now it's a buggy mess.",youtube,2026-03-27 05:40:57.80055+00,"Toronto, CA",negative,-0.3287,0.9568,textblob
219,seed_twitter_218_1774598179,Comparing azure vs alternatives. Both seem to have trade-offs.,twitter,2026-03-27 07:56:19.018564+00,"Toronto, CA",neutral,0.0426,0.6068,bert
220,seed_twitter_219_1774045967,Our team had a vulnerability eval call today. Still deciding.,twitter,2026-03-20 22:32:47.299369+00,,neutral,-0.12,0.7131,ensemble
221,seed_youtube_220_1775228795,The latest subscription update broke my entire pipeline. Unacceptable!,youtube,2026-04-03 15:06:35.011468+00,"Singapore, SG",negative,-0.6955,0.9579,textblob
222,seed_twitter_221_1773817214,Super happy with our decision to move to hack. Zero regrets.,twitter,2026-03-18 07:00:14.188044+00,"New York, US",positive,0.3341,0.7426,ensemble
223,seed_youtube_222_1775622275,Finally a value solution that actually works – saving me hours every day 🎉,youtube,2026-04-08 04:24:35.152335+00,,positive,0.9223,0.977,bert
224,seed_twitter_223_1774146141,This help outage has cost us thousands. Where is the status page??,twitter,2026-03-22 02:22:21.98798+00,"Singapore, SG",negative,-0.6513,0.776,bert
225,seed_twitter_224_1775352074,Comparing hack vs alternatives. Both seem to have trade-offs.,twitter,2026-04-05 01:21:14.541121+00,"Toronto, CA",neutral,-0.1472,0.703,ensemble
226,seed_twitter_225_1773852138,The hack platform keeps crashing. Switching to a competitor ASAP.,twitter,2026-03-18 16:42:18.165615+00,"Mumbai, IN",negative,-0.6368,0.8566,textblob
227,seed_youtube_226_1775698466,Comparing server vs alternatives. Both seem to have trade-offs.,youtube,2026-04-09 01:34:26.907391+00,"Tokyo, JP",neutral,0.0855,0.5728,ensemble
228,seed_youtube_227_1773711554,The cheap UI is confusing and unintuitive. Needs a complete redesign.,youtube,2026-03-17 01:39:14.758322+00,"Mumbai, IN",negative,-0.461,0.9457,ensemble
229,seed_twitter_228_1774556572,Our team's productivity shot up 40% after adopting threat. Game changer! 💡,twitter,2026-03-26 20:22:52.076939+00,"Toronto, CA",positive,0.3206,0.949,bert
230,seed_youtube_229_1774263822,Setting up a fix demo environment. First impressions later.,youtube,2026-03-23 11:03:42.135268+00,"Toronto, CA",neutral,-0.046,0.5641,textblob
231,seed_twitter_230_1773445660,Finally a support solution that actually works – saving me hours every day 🎉,twitter,2026-03-13 23:47:40.320173+00,"London, UK",positive,0.7744,0.984,bert
232,seed_twitter_231_1774797118,Been waiting 3 days for firewall support to reply. Absolutely terrible service 😡,twitter,2026-03-29 15:11:58.496139+00,"Tokyo, JP",negative,-0.4114,0.9235,bert
233,seed_twitter_232_1775388790,Just tried encrypt and wow – completely changed my workflow. Would highly recommend!,twitter,2026-04-05 11:33:10.361384+00,"San Francisco, US",positive,0.2879,0.7261,ensemble
234,seed_youtube_233_1775663219,Blown away by how fast and reliable the new kubernetes update is. 10/10!,youtube,2026-04-08 15:46:59.859237+00,"Toronto, CA",positive,0.5116,0.8085,ensemble
235,seed_twitter_234_1775164157,This deep learning outage has cost us thousands. Where is the status page??,twitter,2026-04-02 21:09:17.778033+00,,negative,-0.5377,0.9686,bert
236,seed_youtube_235_1775743057,Cancelled my cheap subscription. The quality has dropped so much.,youtube,2026-04-09 13:57:37.937563+00,"London, UK",negative,-0.6841,0.8915,ensemble
237,seed_twitter_236_1774348818,"encrypt has gone downhill fast. It used to be great, now it's a buggy mess.",twitter,2026-03-24 10:40:18.760678+00,"Bangalore, IN",negative,-0.4721,0.7403,textblob
238,seed_twitter_237_1774774925,Submitted 5 firewall tickets this week. Not a single response.,twitter,2026-03-29 09:02:05.212001+00,"Singapore, SG",negative,-0.5126,0.9003,bert
239,seed_youtube_238_1773515409,Our team had a aws eval call today. Still deciding.,youtube,2026-03-14 19:10:09.043272+00,"Bangalore, IN",neutral,-0.0064,0.5956,bert
240,seed_youtube_239_1773532505,Super happy with our decision to move to azure. Zero regrets.,youtube,2026-03-14 23:55:05.081987+00,"Berlin, DE",positive,0.9038,0.7421,textblob
241,seed_twitter_240_1773702818,"deploy has gone downhill fast. It used to be great, now it's a buggy mess.",twitter,2026-03-16 23:13:38.933401+00,"Mumbai, IN",negative,-0.8452,0.8883,bert
242,seed_youtube_241_1774475398,Our team had a docker eval call today. Still deciding.,youtube,2026-03-25 21:49:58.716855+00,"Toronto, CA",neutral,-0.0942,0.6129,ensemble
243,seed_youtube_242_1774700470,The gpt conference keynote starts in 2 hours. Curious what they'll announce.,youtube,2026-03-28 12:21:10.898617+00,,neutral,0.0327,0.8339,textblob
244,seed_twitter_243_1774182253,Attended the plan webinar. Informative overview of the roadmap.,twitter,2026-03-22 12:24:13.863526+00,"Tokyo, JP",neutral,0.1358,0.8104,textblob
245,seed_youtube_244_1775896559,"Seriously impressed with breach. The UX is clean, fast, and just works.",youtube,2026-04-11 08:35:59.57638+00,"Tokyo, JP",positive,0.7847,0.7288,textblob
246,seed_twitter_245_1775156012,Super happy with our decision to move to cost. Zero regrets.,twitter,2026-04-02 18:53:32.729789+00,"Bangalore, IN",positive,0.4489,0.915,textblob
247,seed_youtube_246_1774335783,Why is bug so expensive now?! The new pricing is outrageous.,youtube,2026-03-24 07:03:03.999186+00,"Toronto, CA",negative,-0.3222,0.961,textblob
248,seed_youtube_247_1774928965,The deep learning demo blew my mind. Rolling this out company-wide ASAP.,youtube,2026-03-31 03:49:25.357842+00,"Tokyo, JP",positive,0.4239,0.8793,ensemble
249,seed_youtube_248_1774037033,Super happy with our decision to move to broken. Zero regrets.,youtube,2026-03-20 20:03:53.26166+00,"Singapore, SG",positive,0.2767,0.8176,ensemble
250,seed_twitter_249_1773897559,Blown away by how fast and reliable the new broken update is. 10/10!,twitter,2026-03-19 05:19:19.989397+00,"Tokyo, JP",positive,0.6514,0.979,textblob
251,seed_twitter_250_1774392023,Our team had a cloud eval call today. Still deciding.,twitter,2026-03-24 22:40:23.22117+00,,neutral,0.0793,0.7778,textblob
252,seed_youtube_251_1773786758,Comparing bug vs alternatives. Both seem to have trade-offs.,youtube,2026-03-17 22:32:38.002716+00,"Tokyo, JP",neutral,-0.072,0.7328,ensemble
253,seed_youtube_252_1774757300,expensive support team resolved my issue in under 10 min. Stellar experience!,youtube,2026-03-29 04:08:20.823529+00,"Amsterdam, NL",positive,0.623,0.974,textblob
254,seed_youtube_253_1773444345,Attended the ai webinar. Informative overview of the roadmap.,youtube,2026-03-13 23:25:45.43895+00,,neutral,0.0398,0.5945,bert
255,seed_youtube_254_1775808925,Comparing ticket vs alternatives. Both seem to have trade-offs.,youtube,2026-04-10 08:15:25.797738+00,"Bangalore, IN",neutral,-0.0855,0.757,bert
256,seed_youtube_255_1773401620,The server demo blew my mind. Rolling this out company-wide ASAP.,youtube,2026-03-13 11:33:40.141877+00,"Singapore, SG",positive,0.4353,0.7644,bert
257,seed_twitter_256_1774271928,Submitted 5 bug tickets this week. Not a single response.,twitter,2026-03-23 13:18:48.315407+00,"Toronto, CA",negative,-0.8218,0.8906,bert
258,seed_twitter_257_1774070179,Huge shoutout to the refund team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-03-21 05:16:19.969964+00,,positive,0.3852,0.8528,bert
259,seed_twitter_258_1775821660,"Seriously impressed with neural. The UX is clean, fast, and just works.",twitter,2026-04-10 11:47:40.88207+00,,positive,0.9072,0.8989,ensemble
260,seed_twitter_259_1774409172,Reading the deep learning docs. Seems fairly comprehensive so far.,twitter,2026-03-25 03:26:12.518928+00,"Bangalore, IN",neutral,-0.0389,0.5504,textblob
261,seed_youtube_260_1775356759,The data conference keynote starts in 2 hours. Curious what they'll announce.,youtube,2026-04-05 02:39:19.483561+00,"Tokyo, JP",neutral,-0.0791,0.696,bert
262,seed_twitter_261_1774659371,The new breach platform is absolutely incredible! Best launch I've seen this year 🚀,twitter,2026-03-28 00:56:11.163429+00,"New York, US",positive,0.7747,0.8277,bert
263,seed_twitter_262_1775228801,Finally a firewall solution that actually works – saving me hours every day 🎉,twitter,2026-04-03 15:06:41.360565+00,"Tokyo, JP",positive,0.3939,0.9184,textblob
264,seed_twitter_263_1773460447,Huge shoutout to the subscription team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-03-14 03:54:07.306082+00,"Singapore, SG",positive,0.6273,0.8227,ensemble
265,seed_twitter_264_1775333624,Reading the breach docs. Seems fairly comprehensive so far.,twitter,2026-04-04 20:13:44.994114+00,"Berlin, DE",neutral,0.0787,0.6533,ensemble
266,seed_youtube_265_1773606100,The refund demo blew my mind. Rolling this out company-wide ASAP.,youtube,2026-03-15 20:21:40.072339+00,"Singapore, SG",positive,0.8816,0.8781,bert
267,seed_youtube_266_1774187374,Super happy with our decision to move to refund. Zero regrets.,youtube,2026-03-22 13:49:34.57421+00,"Paris, FR",positive,0.7178,0.9886,bert
268,seed_twitter_267_1775334156,"threat has gone downhill fast. It used to be great, now it's a buggy mess.",twitter,2026-04-04 20:22:36.721428+00,"Sydney, AU",negative,-0.704,0.8498,bert
269,seed_twitter_268_1775796862,Why is deep learning so expensive now?! The new pricing is outrageous.,twitter,2026-04-10 04:54:22.4742+00,"Amsterdam, NL",negative,-0.8535,0.8155,ensemble
270,seed_youtube_269_1775247236,Anyone here using deep learning for production workloads? Looking for feedback.,youtube,2026-04-03 20:13:56.795409+00,"New York, US",neutral,-0.1167,0.5632,bert
271,seed_twitter_270_1774413725,The azure demo blew my mind. Rolling this out company-wide ASAP.,twitter,2026-03-25 04:42:05.39149+00,"New York, US",positive,0.5308,0.8099,bert
272,seed_twitter_271_1774819431,Submitted 5 deploy tickets this week. Not a single response.,twitter,2026-03-29 21:23:51.961222+00,"San Francisco, US",negative,-0.808,0.9601,textblob
273,seed_twitter_272_1775316410,Been waiting 3 days for breach support to reply. Absolutely terrible service 😡,twitter,2026-04-04 15:26:50.656535+00,"San Francisco, US",negative,-0.6943,0.7212,bert
274,seed_youtube_273_1774798284,Just tried data and wow – completely changed my workflow. Would highly recommend!,youtube,2026-03-29 15:31:24.738289+00,,positive,0.3949,0.9733,textblob
275,seed_youtube_274_1773879815,The help demo blew my mind. Rolling this out company-wide ASAP.,youtube,2026-03-19 00:23:35.424187+00,"San Francisco, US",positive,0.4928,0.8734,ensemble
276,seed_youtube_275_1773622020,Submitted 5 firewall tickets this week. Not a single response.,youtube,2026-03-16 00:47:00.938565+00,"London, UK",negative,-0.5041,0.8786,ensemble
277,seed_twitter_276_1773434635,The ai demo blew my mind. Rolling this out company-wide ASAP.,twitter,2026-03-13 20:43:55.726155+00,"New York, US",positive,0.9152,0.9386,bert
278,seed_youtube_277_1775688634,The new gpt platform is absolutely incredible! Best launch I've seen this year 🚀,youtube,2026-04-08 22:50:34.492807+00,,positive,0.3009,0.8158,bert
279,seed_youtube_278_1774849624,Reviewing the expensive changelog for the latest release.,youtube,2026-03-30 05:47:04.896879+00,"Bangalore, IN",neutral,0.1182,0.6827,bert
280,seed_twitter_279_1774731401,Super happy with our decision to move to model. Zero regrets.,twitter,2026-03-28 20:56:41.729738+00,"Berlin, DE",positive,0.8733,0.8337,textblob
281,seed_twitter_280_1775358471,Anyone here using deep learning for production workloads? Looking for feedback.,twitter,2026-04-05 03:07:51.165406+00,,neutral,-0.1057,0.7728,ensemble
282,seed_twitter_281_1773894377,Been waiting 3 days for value support to reply. Absolutely terrible service 😡,twitter,2026-03-19 04:26:17.259652+00,"Amsterdam, NL",negative,-0.6767,0.9713,textblob
283,seed_twitter_282_1774527484,deep learning charged me twice this month and I can't reach anyone. Do better.,twitter,2026-03-26 12:18:04.410149+00,"New York, US",negative,-0.7174,0.8237,ensemble
284,seed_youtube_283_1774092615,"Seriously impressed with cheap. The UX is clean, fast, and just works.",youtube,2026-03-21 11:30:15.717534+00,"Paris, FR",positive,0.7654,0.7445,textblob
285,seed_youtube_284_1775964013,Finally a docker solution that actually works – saving me hours every day 🎉,youtube,2026-04-12 03:20:13.656152+00,"Bangalore, IN",positive,0.9235,0.9173,bert
286,seed_twitter_285_1773705051,Reading the plan docs. Seems fairly comprehensive so far.,twitter,2026-03-16 23:50:51.302682+00,"New York, US",neutral,-0.1136,0.7104,ensemble
287,seed_youtube_286_1775171483,Why is encrypt so expensive now?! The new pricing is outrageous.,youtube,2026-04-02 23:11:23.318153+00,"New York, US",negative,-0.3116,0.7595,textblob
288,seed_twitter_287_1775939578,Our team's productivity shot up 40% after adopting cheap. Game changer! 💡,twitter,2026-04-11 20:32:58.703279+00,"Tokyo, JP",positive,0.3307,0.8463,textblob
289,seed_youtube_288_1774390490,Blown away by how fast and reliable the new model update is. 10/10!,youtube,2026-03-24 22:14:50.199677+00,"Berlin, DE",positive,0.3028,0.7694,textblob
290,seed_youtube_289_1775707075,Just tried server and wow – completely changed my workflow. Would highly recommend!,youtube,2026-04-09 03:57:55.950774+00,"Tokyo, JP",positive,0.9155,0.8233,textblob
291,seed_twitter_290_1774401417,The new issue platform is absolutely incredible! Best launch I've seen this year 🚀,twitter,2026-03-25 01:16:57.982286+00,"San Francisco, US",positive,0.9293,0.9414,textblob
292,seed_twitter_291_1773475133,kubernetes support team resolved my issue in under 10 min. Stellar experience!,twitter,2026-03-14 07:58:53.599666+00,"San Francisco, US",positive,0.5926,0.799,bert
293,seed_youtube_292_1775271650,"Seriously impressed with aws. The UX is clean, fast, and just works.",youtube,2026-04-04 03:00:50.566958+00,"Paris, FR",positive,0.3149,0.8505,ensemble
294,seed_youtube_293_1775912148,Just installed the new kubernetes version. Will test it over the next few days.,youtube,2026-04-11 12:55:48.490315+00,"Mumbai, IN",neutral,-0.0603,0.6773,bert
295,seed_twitter_294_1775169117,encrypt support team resolved my issue in under 10 min. Stellar experience!,twitter,2026-04-02 22:31:57.405812+00,"Tokyo, JP",positive,0.7499,0.7658,ensemble
296,seed_twitter_295_1774790524,Submitted 5 cloud tickets this week. Not a single response.,twitter,2026-03-29 13:22:04.762741+00,"Amsterdam, NL",negative,-0.7622,0.8133,ensemble
297,seed_twitter_296_1773422256,Our team's productivity shot up 40% after adopting encrypt. Game changer! 💡,twitter,2026-03-13 17:17:36.79863+00,"Amsterdam, NL",positive,0.6924,0.7982,textblob
298,seed_twitter_297_1773586207,Setting up a neural demo environment. First impressions later.,twitter,2026-03-15 14:50:07.934232+00,"New York, US",neutral,-0.0715,0.8257,ensemble
299,seed_twitter_298_1774324672,Blown away by how fast and reliable the new broken update is. 10/10!,twitter,2026-03-24 03:57:52.084243+00,"Tokyo, JP",positive,0.3057,0.7345,bert
300,seed_twitter_299_1773734174,The support UI is confusing and unintuitive. Needs a complete redesign.,twitter,2026-03-17 07:56:14.567579+00,"Paris, FR",negative,-0.6963,0.8654,ensemble
301,seed_youtube_300_1773720760,Our team had a data eval call today. Still deciding.,youtube,2026-03-17 04:12:40.789996+00,"Bangalore, IN",neutral,0.0663,0.6554,ensemble
302,seed_twitter_301_1775932423,The new ml platform is absolutely incredible! Best launch I've seen this year 🚀,twitter,2026-04-11 18:33:43.386458+00,"Tokyo, JP",positive,0.8232,0.8439,ensemble
303,seed_twitter_302_1773884380,Blown away by how fast and reliable the new price update is. 10/10!,twitter,2026-03-19 01:39:40.801123+00,,positive,0.3275,0.9191,ensemble
304,seed_twitter_303_1773839103,This plan outage has cost us thousands. Where is the status page??,twitter,2026-03-18 13:05:03.389666+00,"San Francisco, US",negative,-0.4871,0.8812,bert
305,seed_twitter_304_1774490964,Blown away by how fast and reliable the new issue update is. 10/10!,twitter,2026-03-26 02:09:24.033433+00,"Bangalore, IN",positive,0.5959,0.7599,textblob
306,seed_youtube_305_1775027293,This hack outage has cost us thousands. Where is the status page??,youtube,2026-04-01 07:08:13.831709+00,"Sydney, AU",negative,-0.9096,0.9228,textblob
307,seed_twitter_306_1775736985,"server has gone downhill fast. It used to be great, now it's a buggy mess.",twitter,2026-04-09 12:16:25.228823+00,"London, UK",negative,-0.6105,0.8109,textblob
308,seed_twitter_307_1774765525,Huge shoutout to the refund team – your product is flawless ⭐⭐⭐⭐⭐,twitter,2026-03-29 06:25:25.145655+00,"Singapore, SG",positive,0.5291,0.985,textblob
309,seed_youtube_308_1775723049,"Seriously impressed with cost. The UX is clean, fast, and just works.",youtube,2026-04-09 08:24:09.029738+00,"Toronto, CA",positive,0.5305,0.7984,ensemble
310,seed_youtube_309_1774573273,Cancelled my ticket subscription. The quality has dropped so much.,youtube,2026-03-27 01:01:13.553758+00,"London, UK",negative,-0.809,0.8511,bert
311,seed_youtube_310_1774958100,Super happy with our decision to move to deploy. Zero regrets.,youtube,2026-03-31 11:55:00.529312+00,"Amsterdam, NL",positive,0.2896,0.8643,bert
312,seed_youtube_311_1775286193,Finally a threat solution that actually works – saving me hours every day 🎉,youtube,2026-04-04 07:03:13.138223+00,"Sydney, AU",positive,0.2523,0.7433,textblob
313,seed_youtube_312_1774235164,Huge shoutout to the issue team – your product is flawless ⭐⭐⭐⭐⭐,youtube,2026-03-23 03:06:04.714247+00,"New York, US",positive,0.8148,0.723,ensemble
